2021-01-31 08:31:45.832 | INFO     | __main__:<module>:27 - pytest 开始执行用例
2021-01-31 08:31:47.230 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/api/user/login,method=POST
2021-01-31 08:31:47.259 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 08:31:47.259 | DEBUG    | peng.test_area:getToken:105 - {'code': '10006', 'data': [], 'msg': '用户名或密码错误'}
2021-01-31 08:31:47.284 | DEBUG    | peng.test_area:getToken:97 - 获取token:
2021-01-31 08:31:47.285 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/api/user/login,method=POST
2021-01-31 08:31:47.316 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 08:31:47.316 | DEBUG    | peng.test_area:getToken:105 - {'code': '10006', 'data': [], 'msg': '用户名或密码错误'}
2021-01-31 08:31:47.348 | DEBUG    | peng.test_login:test_logi_api:24 - 发送登录请求
2021-01-31 08:31:47.348 | DEBUG    | peng.test_login:test_logi_api:25 - 请求方式：post
2021-01-31 08:31:47.348 | DEBUG    | peng.test_login:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:31:47.349 | DEBUG    | peng.test_login:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123456"}
2021-01-31 08:31:47.349 | DEBUG    | peng.test_login:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:31:49.361 | ERROR    | Common.HttpRequest:send_requests:12 - 请求超时http://192.168.1.252:6089/login
2021-01-31 08:31:49.681 | DEBUG    | peng.test_login:test_logi_api:24 - 发送登录请求
2021-01-31 08:31:49.682 | DEBUG    | peng.test_login:test_logi_api:25 - 请求方式：post
2021-01-31 08:31:49.682 | DEBUG    | peng.test_login:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:31:49.682 | DEBUG    | peng.test_login:test_logi_api:27 - 请求数据：{"username": "kon", "password": "123"}
2021-01-31 08:31:49.682 | DEBUG    | peng.test_login:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:31:51.704 | ERROR    | Common.HttpRequest:send_requests:12 - 请求超时http://192.168.1.252:6089/login
2021-01-31 08:31:51.954 | DEBUG    | peng.test_login:test_logi_api:24 - 发送登录请求
2021-01-31 08:31:51.954 | DEBUG    | peng.test_login:test_logi_api:25 - 请求方式：post
2021-01-31 08:31:51.954 | DEBUG    | peng.test_login:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:31:51.954 | DEBUG    | peng.test_login:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123"}
2021-01-31 08:31:51.954 | DEBUG    | peng.test_login:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:31:53.987 | ERROR    | Common.HttpRequest:send_requests:12 - 请求超时http://192.168.1.252:6089/login
2021-01-31 08:31:54.217 | DEBUG    | peng.test_zhuce:test_logi_api:24 - 发送登录请求
2021-01-31 08:31:54.218 | DEBUG    | peng.test_zhuce:test_logi_api:25 - 请求方式：post
2021-01-31 08:31:54.218 | DEBUG    | peng.test_zhuce:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:31:54.218 | DEBUG    | peng.test_zhuce:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123456"}
2021-01-31 08:31:54.218 | DEBUG    | peng.test_zhuce:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:31:56.245 | ERROR    | Common.HttpRequest:send_requests:12 - 请求超时http://192.168.1.252:6089/login
2021-01-31 08:31:56.422 | DEBUG    | peng.test_zhuce:test_logi_api:24 - 发送登录请求
2021-01-31 08:31:56.422 | DEBUG    | peng.test_zhuce:test_logi_api:25 - 请求方式：post
2021-01-31 08:31:56.422 | DEBUG    | peng.test_zhuce:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:31:56.422 | DEBUG    | peng.test_zhuce:test_logi_api:27 - 请求数据：{"username": "kon", "password": "123"}
2021-01-31 08:31:56.422 | DEBUG    | peng.test_zhuce:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:31:58.446 | ERROR    | Common.HttpRequest:send_requests:12 - 请求超时http://192.168.1.252:6089/login
2021-01-31 08:31:58.663 | DEBUG    | peng.test_zhuce:test_logi_api:24 - 发送登录请求
2021-01-31 08:31:58.663 | DEBUG    | peng.test_zhuce:test_logi_api:25 - 请求方式：post
2021-01-31 08:31:58.663 | DEBUG    | peng.test_zhuce:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:31:58.663 | DEBUG    | peng.test_zhuce:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123"}
2021-01-31 08:31:58.663 | DEBUG    | peng.test_zhuce:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:32:00.676 | ERROR    | Common.HttpRequest:send_requests:12 - 请求超时http://192.168.1.252:6089/login
2021-01-31 08:32:01.030 | INFO     | __main__:<module>:29 - pytest 用例执行结束

2021-01-31 08:32:05.762 | DEBUG    | __main__:<module>:37 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Report/peng/Html/20210131
2021-01-31 08:40:07.150 | INFO     | __main__:<module>:27 - pytest 开始执行用例
2021-01-31 08:40:07.742 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/add.xls
2021-01-31 08:40:07.792 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/area.xls
2021-01-31 08:40:07.804 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/area.xls
2021-01-31 08:40:07.817 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/area.xls
2021-01-31 08:40:07.833 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/login.xls
2021-01-31 08:40:07.855 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/zhuce.xls
2021-01-31 08:40:07.881 | DEBUG    | Common.DBmysql:dbconnect:9 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Config\DB.ini
2021-01-31 08:40:07.882 | DEBUG    | Common.DBmysql:dbconnect:14 - 链接数据库文件：./Config/DB.ini
2021-01-31 08:40:07.882 | DEBUG    | Common.DBmysql:dbconnect:25 - 开始链接数据库：host=192.168.1.252,db=apiautotest
2021-01-31 08:40:08.079 | DEBUG    | peng.test_Add:test_add_api:39 - 断言内容：name=>>>>>  user40==user40
2021-01-31 08:40:08.091 | DEBUG    | Common.DBmysql:dbconnect:9 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Config\DB.ini
2021-01-31 08:40:08.093 | DEBUG    | Common.DBmysql:dbconnect:14 - 链接数据库文件：./Config/DB.ini
2021-01-31 08:40:08.094 | DEBUG    | Common.DBmysql:dbconnect:25 - 开始链接数据库：host=192.168.1.252,db=apiautotest
2021-01-31 08:40:08.370 | DEBUG    | peng.test_Add:test_add_api:39 - 断言内容：name=>>>>>  user41==user41
2021-01-31 08:40:08.386 | DEBUG    | Common.DBmysql:dbconnect:9 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Config\DB.ini
2021-01-31 08:40:08.386 | DEBUG    | Common.DBmysql:dbconnect:14 - 链接数据库文件：./Config/DB.ini
2021-01-31 08:40:08.386 | DEBUG    | Common.DBmysql:dbconnect:25 - 开始链接数据库：host=192.168.1.252,db=apiautotest
2021-01-31 08:40:08.479 | DEBUG    | peng.test_Add:test_add_api:39 - 断言内容：name=>>>>>  user42==user42
2021-01-31 08:40:08.495 | DEBUG    | peng.test_area:test_init:10 - 执行初始化：清空数据后插入修改和删除的数据
2021-01-31 08:40:08.495 | DEBUG    | peng.test_area:test_init:14 - url=http://huiminschool.dev.com:8088/api/area/areaInit,method=GET
2021-01-31 08:40:08.532 | DEBUG    | peng.test_area:test_init:18 - {'code': 0, 'data': [], 'msg': '清空数据库，并插入ID为1和2的数据'}
2021-01-31 08:40:08.536 | INFO     | peng.test_area:test_add_api:26 - 获取城市区域数据：
2021-01-31 08:40:08.536 | INFO     | peng.test_area:test_add_api:27 - {'用例ID': 100.0, '用例模块': '城市区域', '用例名称': '城市新增', '用例地址': 'http://huiminschool.dev.com:8088/api/area/add', '请求方式': 'POST', '请求类型': 'json', '请求参数': '{"title":"项城","pid":"100","weight":"100"}', '请求头': '{"Content-Type":"application/json"}', '前置条件': 'login', '是否执行': 'y', '状态码': '0', '期望结果': '新增成功'}
2021-01-31 08:40:08.537 | DEBUG    | peng.test_area:getToken:97 - 获取token:
2021-01-31 08:40:08.537 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/api/user/login,method=POST
2021-01-31 08:40:08.565 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 08:40:08.565 | DEBUG    | peng.test_area:getToken:105 - {'code': '10006', 'data': [], 'msg': '用户名或密码错误'}
2021-01-31 08:40:08.735 | DEBUG    | peng.test_area:getToken:97 - 获取token:
2021-01-31 08:40:08.735 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/api/user/login,method=POST
2021-01-31 08:40:08.762 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 08:40:08.762 | DEBUG    | peng.test_area:getToken:105 - {'code': '10006', 'data': [], 'msg': '用户名或密码错误'}
2021-01-31 08:40:08.782 | DEBUG    | peng.test_area:getToken:97 - 获取token:
2021-01-31 08:40:08.783 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/api/user/login,method=POST
2021-01-31 08:40:08.811 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 08:40:08.812 | DEBUG    | peng.test_area:getToken:105 - {'code': '10006', 'data': [], 'msg': '用户名或密码错误'}
2021-01-31 08:40:08.912 | DEBUG    | peng.test_login:test_logi_api:24 - 发送登录请求
2021-01-31 08:40:08.913 | DEBUG    | peng.test_login:test_logi_api:25 - 请求方式：post
2021-01-31 08:40:08.913 | DEBUG    | peng.test_login:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:40:08.913 | DEBUG    | peng.test_login:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123456"}
2021-01-31 08:40:08.913 | DEBUG    | peng.test_login:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:40:08.932 | DEBUG    | peng.test_login:test_logi_api:30 - 请求结果：b'{"msg": "\\u767b\\u5f55\\u6210\\u529f", "errcode": "0000"}'
2021-01-31 08:40:08.933 | DEBUG    | peng.test_login:test_logi_api:31 - 登录请求结束
2021-01-31 08:40:08.933 | DEBUG    | peng.test_login:test_logi_api:38 - 断言内容：errcode=>>>>>  0000==0000
2021-01-31 08:40:08.934 | DEBUG    | peng.test_login:test_logi_api:39 - 断言内容：message=>>>>>  登录成功=={"msg": "登录成功", "errcode": "0000"}
2021-01-31 08:40:08.941 | DEBUG    | peng.test_login:test_logi_api:24 - 发送登录请求
2021-01-31 08:40:08.941 | DEBUG    | peng.test_login:test_logi_api:25 - 请求方式：post
2021-01-31 08:40:08.941 | DEBUG    | peng.test_login:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:40:08.941 | DEBUG    | peng.test_login:test_logi_api:27 - 请求数据：{"username": "kon", "password": "123"}
2021-01-31 08:40:08.941 | DEBUG    | peng.test_login:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:40:08.962 | DEBUG    | peng.test_login:test_logi_api:30 - 请求结果：b'{"msg": "\\u8d26\\u53f7\\u6216\\u5bc6\\u7801\\u4e0d\\u6b63\\u786e", "errcode": "0003"}'
2021-01-31 08:40:08.963 | DEBUG    | peng.test_login:test_logi_api:31 - 登录请求结束
2021-01-31 08:40:08.963 | DEBUG    | peng.test_login:test_logi_api:38 - 断言内容：errcode=>>>>>  0003==0003
2021-01-31 08:40:08.964 | DEBUG    | peng.test_login:test_logi_api:39 - 断言内容：message=>>>>>  账号或密码不正确=={"msg": "账号或密码不正确", "errcode": "0003"}
2021-01-31 08:40:09.050 | DEBUG    | peng.test_login:test_logi_api:24 - 发送登录请求
2021-01-31 08:40:09.050 | DEBUG    | peng.test_login:test_logi_api:25 - 请求方式：post
2021-01-31 08:40:09.050 | DEBUG    | peng.test_login:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:40:09.051 | DEBUG    | peng.test_login:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123"}
2021-01-31 08:40:09.051 | DEBUG    | peng.test_login:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:40:09.058 | DEBUG    | peng.test_login:test_logi_api:30 - 请求结果：b'{"msg": "\\u8d26\\u53f7\\u6216\\u5bc6\\u7801\\u4e0d\\u6b63\\u786e", "errcode": "0003"}'
2021-01-31 08:40:09.059 | DEBUG    | peng.test_login:test_logi_api:31 - 登录请求结束
2021-01-31 08:40:09.059 | DEBUG    | peng.test_login:test_logi_api:38 - 断言内容：errcode=>>>>>  0003==0003
2021-01-31 08:40:09.060 | DEBUG    | peng.test_login:test_logi_api:39 - 断言内容：message=>>>>>  账号或密码不正确=={"msg": "账号或密码不正确", "errcode": "0003"}
2021-01-31 08:40:09.064 | DEBUG    | peng.test_zhuce:test_logi_api:24 - 发送登录请求
2021-01-31 08:40:09.064 | DEBUG    | peng.test_zhuce:test_logi_api:25 - 请求方式：post
2021-01-31 08:40:09.065 | DEBUG    | peng.test_zhuce:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:40:09.065 | DEBUG    | peng.test_zhuce:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123456"}
2021-01-31 08:40:09.066 | DEBUG    | peng.test_zhuce:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:40:09.079 | DEBUG    | peng.test_zhuce:test_logi_api:30 - 请求结果：b'{"msg": "\\u767b\\u5f55\\u6210\\u529f", "errcode": "0000"}'
2021-01-31 08:40:09.079 | DEBUG    | peng.test_zhuce:test_logi_api:31 - 登录请求结束
2021-01-31 08:40:09.079 | DEBUG    | peng.test_zhuce:test_logi_api:38 - 断言内容：errcode=>>>>>  0000==0000
2021-01-31 08:40:09.080 | DEBUG    | peng.test_zhuce:test_logi_api:39 - 断言内容：message=>>>>>  登录成功=={"msg": "登录成功", "errcode": "0000"}
2021-01-31 08:40:09.085 | DEBUG    | peng.test_zhuce:test_logi_api:24 - 发送登录请求
2021-01-31 08:40:09.086 | DEBUG    | peng.test_zhuce:test_logi_api:25 - 请求方式：post
2021-01-31 08:40:09.086 | DEBUG    | peng.test_zhuce:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:40:09.086 | DEBUG    | peng.test_zhuce:test_logi_api:27 - 请求数据：{"username": "kon", "password": "123"}
2021-01-31 08:40:09.087 | DEBUG    | peng.test_zhuce:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:40:09.098 | DEBUG    | peng.test_zhuce:test_logi_api:30 - 请求结果：b'{"msg": "\\u8d26\\u53f7\\u6216\\u5bc6\\u7801\\u4e0d\\u6b63\\u786e", "errcode": "0003"}'
2021-01-31 08:40:09.098 | DEBUG    | peng.test_zhuce:test_logi_api:31 - 登录请求结束
2021-01-31 08:40:09.099 | DEBUG    | peng.test_zhuce:test_logi_api:38 - 断言内容：errcode=>>>>>  0003==0003
2021-01-31 08:40:09.099 | DEBUG    | peng.test_zhuce:test_logi_api:39 - 断言内容：message=>>>>>  账号或密码不正确=={"msg": "账号或密码不正确", "errcode": "0003"}
2021-01-31 08:40:09.159 | DEBUG    | peng.test_zhuce:test_logi_api:24 - 发送登录请求
2021-01-31 08:40:09.159 | DEBUG    | peng.test_zhuce:test_logi_api:25 - 请求方式：post
2021-01-31 08:40:09.160 | DEBUG    | peng.test_zhuce:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:40:09.160 | DEBUG    | peng.test_zhuce:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123"}
2021-01-31 08:40:09.161 | DEBUG    | peng.test_zhuce:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:40:09.177 | DEBUG    | peng.test_zhuce:test_logi_api:30 - 请求结果：b'{"msg": "\\u8d26\\u53f7\\u6216\\u5bc6\\u7801\\u4e0d\\u6b63\\u786e", "errcode": "0003"}'
2021-01-31 08:40:09.177 | DEBUG    | peng.test_zhuce:test_logi_api:31 - 登录请求结束
2021-01-31 08:40:09.178 | DEBUG    | peng.test_zhuce:test_logi_api:38 - 断言内容：errcode=>>>>>  0003==0003
2021-01-31 08:40:09.178 | DEBUG    | peng.test_zhuce:test_logi_api:39 - 断言内容：message=>>>>>  账号或密码不正确=={"msg": "账号或密码不正确", "errcode": "0003"}
2021-01-31 08:40:09.195 | INFO     | __main__:<module>:29 - pytest 用例执行结束

2021-01-31 08:40:12.667 | DEBUG    | __main__:<module>:37 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Report/peng/Html/20210131
2021-01-31 08:41:27.439 | INFO     | __main__:<module>:27 - pytest 开始执行用例
2021-01-31 08:41:28.138 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/add.xls
2021-01-31 08:41:28.182 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/area.xls
2021-01-31 08:41:28.198 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/area.xls
2021-01-31 08:41:28.211 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/area.xls
2021-01-31 08:41:28.227 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/login.xls
2021-01-31 08:41:28.256 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/zhuce.xls
2021-01-31 08:41:28.286 | DEBUG    | Common.DBmysql:dbconnect:9 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Config\DB.ini
2021-01-31 08:41:28.287 | DEBUG    | Common.DBmysql:dbconnect:14 - 链接数据库文件：./Config/DB.ini
2021-01-31 08:41:28.287 | DEBUG    | Common.DBmysql:dbconnect:25 - 开始链接数据库：host=192.168.1.252,db=apiautotest
2021-01-31 08:41:28.307 | DEBUG    | peng.test_Add:test_add_api:39 - 断言内容：name=>>>>>  user40==user40
2021-01-31 08:41:28.312 | DEBUG    | Common.DBmysql:dbconnect:9 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Config\DB.ini
2021-01-31 08:41:28.314 | DEBUG    | Common.DBmysql:dbconnect:14 - 链接数据库文件：./Config/DB.ini
2021-01-31 08:41:28.314 | DEBUG    | Common.DBmysql:dbconnect:25 - 开始链接数据库：host=192.168.1.252,db=apiautotest
2021-01-31 08:41:28.327 | DEBUG    | peng.test_Add:test_add_api:39 - 断言内容：name=>>>>>  user41==user41
2021-01-31 08:41:28.331 | DEBUG    | Common.DBmysql:dbconnect:9 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Config\DB.ini
2021-01-31 08:41:28.332 | DEBUG    | Common.DBmysql:dbconnect:14 - 链接数据库文件：./Config/DB.ini
2021-01-31 08:41:28.333 | DEBUG    | Common.DBmysql:dbconnect:25 - 开始链接数据库：host=192.168.1.252,db=apiautotest
2021-01-31 08:41:28.343 | DEBUG    | peng.test_Add:test_add_api:39 - 断言内容：name=>>>>>  user42==user42
2021-01-31 08:41:28.348 | DEBUG    | peng.test_area:test_init:10 - 执行初始化：清空数据后插入修改和删除的数据
2021-01-31 08:41:28.349 | DEBUG    | peng.test_area:test_init:14 - url=http://huiminschool.dev.com:8088/api/area/areaInit,method=GET
2021-01-31 08:41:28.392 | DEBUG    | peng.test_area:test_init:18 - {'code': 0, 'data': [], 'msg': '清空数据库，并插入ID为1和2的数据'}
2021-01-31 08:41:28.397 | INFO     | peng.test_area:test_add_api:26 - 获取城市区域数据：
2021-01-31 08:41:28.397 | INFO     | peng.test_area:test_add_api:27 - {'用例ID': 100.0, '用例模块': '城市区域', '用例名称': '城市新增', '用例地址': 'http://huiminschool.dev.com:8088/api/area/add', '请求方式': 'POST', '请求类型': 'json', '请求参数': '{"title":"项城","pid":"100","weight":"100"}', '请求头': '{"Content-Type":"application/json"}', '前置条件': 'login', '是否执行': 'y', '状态码': '0', '期望结果': '新增成功'}
2021-01-31 08:41:28.398 | DEBUG    | peng.test_area:getToken:97 - 获取token:
2021-01-31 08:41:28.398 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/api/user/login,method=POST
2021-01-31 08:41:28.425 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 08:41:28.426 | DEBUG    | peng.test_area:getToken:105 - {'code': '10006', 'data': [], 'msg': '用户名或密码错误'}
2021-01-31 08:41:28.512 | DEBUG    | peng.test_area:getToken:97 - 获取token:
2021-01-31 08:41:28.512 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/api/user/login,method=POST
2021-01-31 08:41:28.527 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 08:41:28.527 | DEBUG    | peng.test_area:getToken:105 - {'code': '10006', 'data': [], 'msg': '用户名或密码错误'}
2021-01-31 08:41:28.543 | DEBUG    | peng.test_area:getToken:97 - 获取token:
2021-01-31 08:41:28.543 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/api/user/login,method=POST
2021-01-31 08:41:28.590 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 08:41:28.590 | DEBUG    | peng.test_area:getToken:105 - {'code': '10006', 'data': [], 'msg': '用户名或密码错误'}
2021-01-31 08:41:28.606 | DEBUG    | peng.test_login:test_logi_api:24 - 发送登录请求
2021-01-31 08:41:28.606 | DEBUG    | peng.test_login:test_logi_api:25 - 请求方式：post
2021-01-31 08:41:28.606 | DEBUG    | peng.test_login:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:41:28.606 | DEBUG    | peng.test_login:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123456"}
2021-01-31 08:41:28.606 | DEBUG    | peng.test_login:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:41:28.621 | DEBUG    | peng.test_login:test_logi_api:30 - 请求结果：b'{"msg": "\\u767b\\u5f55\\u6210\\u529f", "errcode": "0000"}'
2021-01-31 08:41:28.621 | DEBUG    | peng.test_login:test_logi_api:31 - 登录请求结束
2021-01-31 08:41:28.621 | DEBUG    | peng.test_login:test_logi_api:38 - 断言内容：errcode=>>>>>  0000==0000
2021-01-31 08:41:28.621 | DEBUG    | peng.test_login:test_logi_api:39 - 断言内容：message=>>>>>  登录成功=={"msg": "登录成功", "errcode": "0000"}
2021-01-31 08:41:28.621 | DEBUG    | peng.test_login:test_logi_api:24 - 发送登录请求
2021-01-31 08:41:28.621 | DEBUG    | peng.test_login:test_logi_api:25 - 请求方式：post
2021-01-31 08:41:28.621 | DEBUG    | peng.test_login:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:41:28.621 | DEBUG    | peng.test_login:test_logi_api:27 - 请求数据：{"username": "kon", "password": "123"}
2021-01-31 08:41:28.621 | DEBUG    | peng.test_login:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:41:28.652 | DEBUG    | peng.test_login:test_logi_api:30 - 请求结果：b'{"msg": "\\u8d26\\u53f7\\u6216\\u5bc6\\u7801\\u4e0d\\u6b63\\u786e", "errcode": "0003"}'
2021-01-31 08:41:28.652 | DEBUG    | peng.test_login:test_logi_api:31 - 登录请求结束
